Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.56,12134000,00981A
2383,台光電,8.51,4863000,00981A
2454,聯發科,7.14,5448000,00981A
3037,欣興,6.63,20210000,00981A
6669,緯穎,5.39,2708000,00981A
3017,奇鋐,5.31,5801000,00981A
6223,旺矽,5.03,2443000,00981A
2327,國巨*,4.82,25437000,00981A
2345,智邦,4.6,6419000,00981A
2308,台達電,4.25,7070000,00981A
3711,日月光投控,4.07,19529000,00981A
2303,聯電,3.57,87718000,00981A
8046,南電,3.56,9519000,00981A
3665,貿聯-KY,3.35,4616848,00981A
3653,健策,3.25,2375000,00981A
6274,台燿,2.66,5499000,00981A
5274,信驊,2.49,454900,00981A
6805,富世達,1.29,2215000,00981A
2368,金像電,1.23,4000000,00981A
2449,京元電子,0.93,11295450,00981A
8210,勤誠,0.89,2497000,00981A
6187,萬潤,0.48,1334000,00981A
2360,致茂,0.38,572000,00981A
4979,華星光,0.33,1874000,00981A
4958,臻鼎-KY,0.26,1682000,00981A
8996,高力,0.25,712000,00981A
6510,精測,0.25,261000,00981A
3264,欣銓,0.23,3080000,00981A
6278,台表科,0.18,3250000,00981A
6271,同欣電,0.14,2224000,00981A
1590,亞德客-KY,0.12,228000,00981A
6191,精成科,0.12,3988000,00981A
3376,新日興,0.11,1741000,00981A
6515,穎崴,0.05,23000,00981A
4966,譜瑞-KY,0.03,140000,00981A
2002,中鋼,0.03,5163000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
2408,南亞科,0.0,1000,00981A
6488,環球晶,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,16.94,12680000,00403A
2303,聯電,5.45,79000000,00403A
3017,奇鋐,5.35,3450000,00403A
3037,欣興,4.71,8460000,00403A
2383,台光電,4.6,1550000,00403A
2454,聯發科,4.45,2000000,00403A
2344,華邦電,4.26,42300000,00403A
6223,旺矽,3.67,1050000,00403A
2308,台達電,3.1,3040000,00403A
2327,國巨*,2.89,9000000,00403A
3711,日月光投控,2.83,8000000,00403A
2345,智邦,2.8,2307000,00403A
3653,健策,2.04,877000,00403A
3189,景碩,1.99,4250000,00403A
5274,信驊,1.85,199500,00403A
6669,緯穎,1.69,500000,00403A
3665,貿聯-KY,1.48,1200000,00403A
6274,台燿,1.38,1680000,00403A
3533,嘉澤,1.36,1240000,00403A
3443,創意,1.3,510000,00403A
6488,環球晶,1.27,2646000,00403A
8046,南電,1.11,1750000,00403A
2360,致茂,1.02,897000,00403A
4958,臻鼎-KY,0.98,3700000,00403A
8996,高力,0.97,1600000,00403A
6239,力成,0.87,5360000,00403A
6805,富世達,0.69,700000,00403A
3008,大立光,0.64,260000,00403A
7769,鴻勁,0.62,175000,00403A
1560,中砂,0.58,1500000,00403A
2337,旺宏,0.56,7498000,00403A
2317,鴻海,0.48,3200000,00403A
3450,聯鈞,0.47,1600000,00403A
3211,順達,0.42,2000000,00403A
3583,辛耘,0.35,900000,00403A
8358,金居,0.25,1312000,00403A
2049,上銀,0.22,1010000,00403A
6442,光聖,0.18,225000,00403A
4966,譜瑞-KY,0.17,500000,00403A
2404,漢唐,0.16,250000,00403A
1303,南亞,0.1,1000000,00403A
3264,欣銓,0.09,700000,00403A
2481,強茂,0.08,1100000,00403A
1717,長興,0.07,1900000,00403A
2455,全新,0.07,336000,00403A
6415,矽力*-KY,0.07,250000,00403A
6285,啟碁,0.05,350000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
5347,世界,0.0,1000,00403A
MU US,MICRON TECHNOLOGY INC,6.12,123569,00988A
LITE US,LUMENTUM HOLDINGS INC,5.12,102000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.03,184500,00988A
3037,欣興,4.33,2600000,00988A
AMAT US,APPLIED MATERIALS INC,4.11,135000,00988A
2383,台光電,4.07,445000,00988A
